member_id,lat,lon,stay_datetime,stay_duration_min
M01502,35.665945,139.757042,2024-03-07 17:42:00,8.4
M00472,35.66675,139.757473,2024-03-06 14:29:00,28.9
M00565,35.66335,139.75563,2024-03-04 14:13:00,266.8
M00986,35.666094,139.757241,2024-03-01 07:49:00,7.0
M01436,35.666256,139.757827,2024-03-06 16:07:00,274.9
M01514,35.664337,139.758394,2024-03-01 19:25:00,107.2
M00525,35.665532,139.757563,2024-03-06 17:22:00,12.6
M01265,35.666503,139.757962,2024-03-04 20:15:00,80.0
M00831,35.665497,139.758828,2024-03-06 18:14:00,133.2
M00379,35.667558,139.757667,2024-03-03 13:49:00,161.7
M01036,35.664741,139.75787,2024-03-01 12:30:00,20.5
M01066,35.665781,139.757647,2024-03-01 17:55:00,7.7
M00651,35.665762,139.757556,2024-03-01 12:12:00,3.9
M00270,35.666047,139.756923,2024-03-04 12:44:00,9.5
M01451,35.664537,139.757275,2024-03-06 14:04:00,27.0
M01923,35.665693,139.757813,2024-03-01 12:45:00,6.6
M00108,35.665772,139.758097,2024-03-06 21:38:00,77.1
M00219,35.662755,139.75616,2024-03-06 18:30:00,347.2
M01759,35.664428,139.757217,2024-03-01 08:54:00,42.1
M01355,35.664742,139.758772,2024-03-02 21:18:00,70.6
M00653,35.665958,139.757613,2024-03-01 17:21:00,3.6
M01328,35.665744,139.757275,2024-03-04 17:26:00,17.3
M01741,35.662833,139.756098,2024-03-03 15:19:00,441.8
M00044,35.665444,139.758874,2024-03-06 22:29:00,176.0
M00328,35.665791,139.757566,2024-03-07 08:26:00,6.2
M01985,35.664659,139.75876,2024-03-01 18:51:00,69.4
M00819,35.665756,139.758084,2024-03-06 20:47:00,155.5
M00992,35.665989,139.758013,2024-03-04 17:28:00,15.8
M00877,35.666873,139.757258,2024-03-01 21:55:00,175.3
M00239,35.667578,139.757624,2024-03-03 15:46:00,241.4
M00956,35.66605,139.757347,2024-03-06 14:34:00,25.8
M01628,35.665903,139.757779,2024-03-01 08:48:00,8.4
M00065,35.666041,139.757261,2024-03-07 08:46:00,58.9
M01172,35.666103,139.757705,2024-03-07 18:13:00,7.2
M01731,35.667557,139.757613,2024-03-05 15:30:00,193.2
M00620,35.664742,139.758686,2024-03-07 20:00:00,124.3
M01974,35.666038,139.758055,2024-03-04 14:29:00,8.7
M00643,35.666408,139.758543,2024-03-01 10:35:00,330.4
M00568,35.665965,139.758124,2024-03-03 11:25:00,5.2
M00005,35.666354,139.758485,2024-03-02 12:45:00,232.2
M01519,35.662827,139.756142,2024-03-05 15:11:00,425.8
M01033,35.665858,139.757168,2024-03-03 08:55:00,18.4
M01925,35.66628,139.757157,2024-03-05 08:51:00,18.0
M00180,35.662858,139.756075,2024-03-01 12:55:00,222.3
M01970,35.666425,139.757954,2024-03-02 22:20:00,78.4
M00825,35.665458,139.758803,2024-03-06 18:00:00,156.6
M01093,35.665804,139.757521,2024-03-02 17:28:00,17.5
M01859,35.666105,139.757239,2024-03-06 19:19:00,7.7
M00944,35.666883,139.757343,2024-03-02 21:50:00,78.0
M01431,35.665925,139.757379,2024-03-05 19:38:00,10.7
M00074,35.664737,139.7579,2024-03-07 14:31:00,21.2
M01969,35.665858,139.758067,2024-03-02 18:09:00,91.6
M01290,35.665378,139.759059,2024-03-04 21:44:00,96.6
M01321,35.666053,139.757039,2024-03-02 07:08:00,10.8
M00261,35.667459,139.75768,2024-03-03 17:57:00,323.6
M00888,35.663455,139.755611,2024-03-06 12:08:00,190.1
M00616,35.665457,139.757829,2024-03-04 18:03:00,4.4
M01628,35.663993,139.757621,2024-03-01 18:34:00,61.5
M00028,35.662783,139.756033,2024-03-01 18:40:00,330.7
M00985,35.665749,139.758032,2024-03-02 22:15:00,61.0
M00769,35.666248,139.757268,2024-03-05 18:09:00,14.8
M00562,35.665982,139.757263,2024-03-06 19:11:00,4.1
M01570,35.666561,139.75825,2024-03-03 16:46:00,304.3
M00281,35.66596,139.757147,2024-03-02 18:09:00,11.2
M01029,35.666153,139.757757,2024-03-05 13:06:00,154.6
M01104,35.665877,139.75783,2024-03-07 08:26:00,5.4
M00880,35.666288,139.757385,2024-03-01 07:08:00,11.8
M01325,35.665773,139.757516,2024-03-03 19:02:00,15.0
M01723,35.665967,139.757275,2024-03-04 14:59:00,33.2
M00790,35.665066,139.756143,2024-03-05 11:58:00,48.6
M01386,35.665741,139.757452,2024-03-06 19:43:00,9.5
M00505,35.665839,139.757093,2024-03-07 08:06:00,5.8
M01813,35.665442,139.757806,2024-03-05 19:17:00,8.9
M01412,35.665605,139.757993,2024-03-06 17:51:00,11.2
M01479,35.665728,139.757261,2024-03-03 17:38:00,18.2
M00037,35.665793,139.757425,2024-03-01 19:23:00,7.0
M00811,35.664412,139.758363,2024-03-01 21:36:00,160.2
M01513,35.665118,139.758356,2024-03-06 18:16:00,80.6
M01027,35.665517,139.758079,2024-03-03 18:22:00,19.2
M00239,35.66379,139.755749,2024-03-01 11:23:00,170.9
M01293,35.666145,139.757314,2024-03-03 18:41:00,10.0
M00660,35.667224,139.758083,2024-03-05 18:23:00,59.7
M01100,35.666036,139.757368,2024-03-06 18:16:00,14.0
M00074,35.66689,139.757257,2024-03-02 19:57:00,137.5
M00686,35.666097,139.756987,2024-03-02 18:44:00,13.5
M00612,35.666852,139.757263,2024-03-04 20:17:00,85.9
M01719,35.666118,139.757158,2024-03-03 08:58:00,5.6
M01281,35.667171,139.758107,2024-03-07 19:22:00,57.1
M00595,35.667561,139.757569,2024-03-03 18:02:00,434.3
M00147,35.665041,139.75667,2024-03-06 12:23:00,62.1
M00578,35.666184,139.757288,2024-03-06 07:08:00,17.7
M01890,35.666267,139.756876,2024-03-01 12:55:00,67.1
M00435,35.665331,139.759127,2024-03-05 20:33:00,121.6
M00904,35.666421,139.758479,2024-03-04 10:42:00,207.0
M01033,35.664012,139.757665,2024-03-07 12:15:00,49.2
M01041,35.666054,139.757064,2024-03-04 18:52:00,10.9
M01245,35.663479,139.755668,2024-03-05 16:20:00,387.6
M00669,35.665681,139.75796,2024-03-04 08:02:00,13.8
M01642,35.66589,139.757277,2024-03-05 07:52:00,10.4
M00944,35.665994,139.757638,2024-03-06 08:45:00,10.6
M01121,35.666152,139.757214,2024-03-04 07:37:00,10.8
M01889,35.664762,139.758658,2024-03-01 18:39:00,135.2
M00926,35.66615,139.756759,2024-03-01 12:15:00,62.5
M01258,35.665133,139.758313,2024-03-02 22:59:00,147.0
M00320,35.665376,139.75908,2024-03-01 21:18:00,166.4
M01655,35.666656,139.758238,2024-03-07 12:21:00,361.0
M01968,35.665223,139.759178,2024-03-02 21:06:00,107.0
M01328,35.666353,139.758546,2024-03-04 15:14:00,299.1
M00431,35.666183,139.756742,2024-03-05 19:42:00,58.0
M00896,35.665321,139.759043,2024-03-05 20:07:00,115.2
M01350,35.665499,139.758852,2024-03-03 20:56:00,79.1
M00122,35.665653,139.757752,2024-03-06 08:04:00,9.4
M00171,35.666561,139.757896,2024-03-04 20:10:00,133.8
M00030,35.665899,139.757519,2024-03-04 08:55:00,5.4
M00572,35.664937,139.756657,2024-03-01 13:33:00,59.1
M01329,35.667927,139.756444,2024-03-05 09:40:00,93.5
M01994,35.665964,139.757447,2024-03-05 19:01:00,5.7
M00413,35.666053,139.757317,2024-03-04 17:00:00,16.2
M01547,35.664436,139.758343,2024-03-05 21:53:00,82.4
M01254,35.66586,139.757361,2024-03-02 08:33:00,18.2
M01973,35.666232,139.756866,2024-03-01 13:44:00,54.6
M00628,35.666449,139.757868,2024-03-04 18:02:00,63.5
M00915,35.663814,139.755804,2024-03-01 17:14:00,275.3
M01171,35.665957,139.757874,2024-03-02 18:40:00,8.4
M01418,35.663738,139.75579,2024-03-01 12:45:00,182.2
